id,size_sqft,property_type,bedrooms,latitude,longitude,locality,suburb,monthly_rent,metro_dist_km,airport_dist_km,aiims_dist_km,railway_station_dist_km,suburb_locality_count,center_dist_km,log_size,bedrooms_per_100sqft,avg_landmark_dist,property_type_freq,locality_grouped
12367,1758,Apartment,3,28.5779,77.0494,Sector 19 Dwarka,Dwarka,30000,0.8345,4.2882,15.5418,18.1798,72,15.411,7.4719,0.1706,9.711,5694,Sector 19 Dwarka
12368,800,Apartment,1,28.5308,77.2168,Khirki Extension,Other,22000,1.3204,13.2034,4.0905,12.295,442,11.176,6.6846,0.125,7.727,5694,Khirki Extension
12369,1080,Independent Floor,3,28.5709,77.0777,Sector 8 Dwarka Block B,Other,22000,1.1961,1.9018,12.74,16.0388,442,13.597,6.9847,0.2778,7.969,11151,Other
12372,741,Independent Floor,1,28.6518,77.1645,Patel Nagar,Delhi Central,9000,0.6689,13.2783,10.3268,5.6112,55,4.98,6.608,0.135,7.471,11151,Patel Nagar
12373,2835,Independent Floor,4,28.5597,77.2039,Green Park,Delhi South,130000,0.2474,11.6751,0.8819,9.2355,51,8.044,7.9498,0.1411,5.51,11151,Green Park
12374,1800,Independent Floor,2,28.6719,77.1064,Paschim Vihar,West Delhi,26000,0.8268,13.1412,15.2918,11.6625,39,10.391,7.4955,0.1111,10.231,11151,Paschim Vihar
12376,450,Independent Floor,1,28.6531,77.1722,Patel Nagar,Delhi Central,15000,0.938,13.846,10.175,4.9108,55,4.482,6.1092,0.2222,7.467,11151,Patel Nagar
12377,810,Independent Floor,2,28.5624,77.2154,Gautam Nagar,Delhi South,32000,0.8068,12.8224,0.8946,8.802,51,7.669,6.697,0.2469,5.831,11151,Gautam Nagar
12379,900,Apartment,2,28.5217,77.2103,Saket,Delhi South,13000,0.9807,12.8329,5.0101,13.3375,51,12.199,6.8024,0.2222,8.04,5694,Saket
12380,1650,Apartment,3,28.6667,77.1515,Karampura,Delhi Central,46000,0.643,14.0084,12.3558,7.3064,55,6.777,7.4085,0.1818,8.578,5694,Karampura
12381,720,Apartment,2,28.5161,77.2012,Sainik Farms,Delhi South,15000,0.5025,12.1927,5.6646,14.052,51,12.879,6.5793,0.2778,8.103,5694,Sainik Farms
12383,1800,Independent Floor,3,28.6738,77.0901,Paschim Vihar,West Delhi,40000,0.6992,13.1867,16.5224,13.2557,39,11.742,7.4955,0.1667,10.916,11151,Paschim Vihar
12384,700,Independent Floor,1,28.6495,77.1661,Patel Nagar,Delhi Central,23000,0.5841,13.1656,10.0283,5.4109,55,4.745,6.5511,0.1429,7.297,11151,Patel Nagar
12385,600,Apartment,1,28.4942,77.1602,SULTANPUR,Other,13000,0.5764,10.0,9.3065,17.3895,442,15.983,6.3969,0.1667,9.318,5694,SULTANPUR
12387,1350,Independent Floor,3,28.6773,77.097,Paschim Vihar,West Delhi,35000,0.5109,13.6189,16.3464,12.719,39,11.373,7.2079,0.2222,10.799,11151,Paschim Vihar
12388,700,Independent Floor,2,28.6353,77.225,laxmi nagar,Other,11000,0.5294,16.3648,7.7693,0.8245,442,0.822,6.5511,0.2857,6.372,11151,laxmi nagar
12391,2000,Independent Floor,3,28.4982,77.1844,Chattarpur,Delhi South,35000,1.3098,11.608,7.9476,16.2964,51,15.05,7.6009,0.15,9.29,11151,Chattarpur
12392,1652,Apartment,3,28.596,77.3145,Dwarka Sector 7,Dwarka,30000,1.2578,22.9414,10.926,10.4764,72,9.198,7.4097,0.1816,11.4,5694,Dwarka Sector 7
12394,500,Independent House,1,28.5014,77.2007,Indra Enclave,Other,8500,1.8922,12.8091,7.2903,15.6742,442,14.507,6.2146,0.2,9.416,861,Other
12395,540,Independent Floor,2,28.6171,77.0341,Sewak Park,Dwarka,10000,0.2522,8.4839,17.8772,18.445,72,15.599,6.2916,0.3704,11.265,11151,Other
12396,1750,Apartment,3,28.5751,77.0425,Sector 19 Dwarka,Dwarka,33000,1.4358,4.6908,16.1963,18.9264,72,16.075,7.4674,0.1714,10.312,5694,Sector 19 Dwarka
12398,1000,Independent Floor,2,28.636,77.1147,Subhash Nagar,Delhi Central,25000,0.8738,9.4534,11.8976,10.3814,55,8.682,6.9078,0.2,8.152,11151,Subhash Nagar
12399,1125,Independent Floor,2,28.6183,77.082,Janakpuri,West Delhi,18000,0.393,7.0368,13.5606,13.8029,39,11.538,7.0255,0.1778,8.698,11151,Janakpuri
12400,900,Independent Floor,3,28.7128,77.1385,Uttari Pitampura,Other,30000,1.2264,18.2759,17.5356,11.2514,442,11.207,6.8024,0.3333,12.072,11151,Uttari Pitampura
12401,850,Apartment,2,28.5342,77.2156,Sheikh Sarai,Delhi Central,17000,1.0077,13.0157,3.6991,11.9247,55,10.801,6.7452,0.2353,7.412,5694,Sheikh Sarai
12402,600,Apartment,1,28.6727,77.1118,A4 Block Paschim Vihar,Other,12000,0.5081,13.3263,15.0246,11.1838,442,10.019,6.3969,0.1667,10.011,5694,A4 Block Paschim Vihar
12404,600,Independent House,2,28.5923,77.3055,New Ashok Nagar,Delhi East,18000,0.5338,22.0012,9.967,9.94,49,8.715,6.3969,0.3333,10.61,861,New Ashok Nagar
12405,750,Apartment,2,28.6727,77.104,Paschim Vihar,West Delhi,16000,0.6784,13.191,15.514,11.9168,39,10.617,6.6201,0.2667,10.325,5694,Paschim Vihar
12406,800,Independent Floor,2,28.4933,77.1835,Chattarpur,Delhi South,13000,1.689,11.8357,8.4932,16.8453,51,15.598,6.6846,0.25,9.716,11151,Chattarpur
12407,1800,Apartment,3,28.5588,77.0613,Sector 22 Dwarka,Dwarka,35000,0.8035,2.3254,14.3614,18.0975,72,15.48,7.4955,0.1667,8.897,5694,Sector 22 Dwarka
12408,1300,Apartment,3,28.5995,77.2987,mayur vihar phase 1,Delhi East,26000,0.7025,21.513,9.5981,8.9477,49,7.823,7.1701,0.2308,10.19,5694,mayur vihar phase 1
12409,1350,Independent Floor,3,28.6521,77.1299,Ramesh Nagar,Delhi Central,30000,0.1881,11.6429,12.1375,8.9548,55,7.726,7.2079,0.2222,8.231,11151,Ramesh Nagar
12410,1800,Independent Floor,3,28.6645,77.0953,Paschim Vihar,West Delhi,48000,1.6954,12.1939,15.4348,12.5185,39,10.951,7.4955,0.1667,10.461,11151,Paschim Vihar
12411,400,Independent Floor,1,28.6118,77.292,mayur vihar phase 1,Delhi East,8000,0.8307,21.2443,9.6302,7.72,49,6.764,5.9915,0.25,9.856,11151,mayur vihar phase 1
12412,2520,Independent Floor,4,28.6734,77.1273,Punjabi Bagh,Delhi Central,68000,0.344,13.7808,14.1946,9.7857,55,8.912,7.832,0.1587,9.526,11151,Punjabi Bagh
12413,565,Apartment,1,28.6544,77.1689,Patel Nagar,Delhi Central,9000,1.0408,13.7667,10.4258,5.2595,55,4.796,6.3368,0.177,7.623,5694,Patel Nagar
12415,1752,Apartment,3,28.59,77.0444,Dwarka New Delhi 110075,Dwarka,33000,0.4437,5.5375,16.1923,18.1711,72,15.355,7.4685,0.1712,10.086,5694,Dwarka New Delhi 110075
12416,2250,Independent Floor,4,28.6484,77.3057,Anand Vihar,Delhi East,50000,0.0984,23.9707,13.1626,8.3406,49,7.791,7.7187,0.1778,11.393,11151,Anand Vihar
12417,990,Independent Floor,3,28.6156,77.0718,Rani Bagh,Delhi Central,20000,1.1829,6.8412,14.3563,14.8439,55,12.441,6.8977,0.303,9.306,11151,Other
12418,1750,Apartment,3,28.5591,77.0579,Sector 22 Dwarka,Dwarka,36000,0.7767,2.6661,14.6972,18.3698,72,15.711,7.4674,0.1714,9.127,5694,Sector 22 Dwarka
12420,390,Independent Floor,1,28.6118,77.2895,mayur vihar phase 1,Delhi East,9500,0.7827,21.0099,9.4196,7.5026,49,6.566,5.9661,0.2564,9.679,11151,mayur vihar phase 1
12421,990,Independent Floor,3,28.6365,77.2808,laxmi nagar,Other,18000,0.8122,21.2034,10.5075,5.9013,442,5.473,6.8977,0.303,9.606,11151,laxmi nagar
12422,550,Apartment,2,28.6275,77.2826,Ganesh Nagar,Delhi East,13000,0.744,20.9657,9.9322,6.2556,49,5.62,6.3099,0.3636,9.474,5694,Other
12423,500,Independent House,1,28.4991,77.1906,Maidan Garhi,Delhi South,8500,1.5831,12.0731,7.6946,16.0746,51,14.861,6.2146,0.2,9.356,861,Maidan Garhi
12424,1000,Independent Floor,2,28.5751,77.2425,Lajpat Nagar,Delhi South,32000,0.7694,15.602,3.5132,7.6844,51,6.635,6.9078,0.2,6.892,11151,Lajpat Nagar
12426,200,Independent Floor,1,28.6403,77.1889,Rajinder Nagar,Delhi West,17000,0.4012,13.9081,8.3437,3.1144,4,2.557,5.2983,0.5,6.442,11151,Rajinder Nagar
12428,600,Independent Floor,1,28.6489,77.1666,Patel Nagar,Delhi Central,21000,0.495,13.1446,9.9416,5.3441,55,4.671,6.3969,0.1667,7.231,11151,Patel Nagar
12429,1240,Apartment,3,28.5342,77.2084,Sheikh Sarai,Delhi Central,37500,0.7936,12.3256,3.6172,11.9714,55,10.82,7.1229,0.2419,7.177,5694,Sheikh Sarai
12430,1000,Independent Floor,3,28.5338,77.2218,Sheikh Sarai,Delhi Central,30000,0.9602,13.6241,3.9089,11.9549,55,10.849,6.9078,0.3,7.612,11151,Sheikh Sarai
12431,1685,Apartment,3,28.5885,77.0328,Sector 18A Dwarka,Dwarka,28000,0.8791,6.2962,17.2893,19.2995,72,16.344,7.4295,0.178,10.941,5694,Sector 18A Dwarka
12432,450,Apartment,1,28.6041,77.2896,mayur vihar phase 1,Delhi East,15000,0.0743,20.7749,9.0022,7.9201,49,6.901,6.1092,0.2222,9.443,5694,mayur vihar phase 1
12435,3000,Independent Floor,3,28.5878,77.2153,Jor bagh,Delhi South,150000,0.3702,13.2898,2.4295,6.0017,51,4.857,8.0064,0.1,5.523,11151,Other
12436,1900,Independent Floor,3,28.6353,77.225,Chittaranjan Park,Other,52000,0.5294,16.3648,7.7693,0.8245,442,0.822,7.5496,0.1579,6.372,11151,Chittaranjan Park
12437,540,Apartment,2,28.6212,77.0603,Uttam Nagar,West Delhi,8500,0.405,7.7241,15.6319,15.8449,39,13.34,6.2916,0.3704,9.901,5694,Uttam Nagar
12438,2700,Independent Floor,3,28.5485,77.238,Greater kailash 1,Delhi South,130000,0.7615,15.0248,3.5891,10.4643,51,9.387,7.901,0.1111,7.46,11151,Greater kailash 1
12439,750,Independent Floor,2,28.6332,77.2709,laxmi nagar,Other,15000,0.6085,20.18,9.6,5.0017,442,4.614,6.6201,0.2667,8.848,11151,laxmi nagar
12440,750,Independent Floor,2,28.6216,77.0551,Uttam Nagar,West Delhi,14000,0.117,7.9385,16.1222,16.3453,39,13.78,6.6201,0.2667,10.131,11151,Uttam Nagar
12441,600,Apartment,1,28.6066,77.2937,mayur vihar phase 1,Delhi East,13500,0.4723,21.2342,9.4846,8.1283,49,7.103,6.3969,0.1667,9.83,5694,mayur vihar phase 1
12443,850,Independent Floor,1,28.5441,77.2393,Greater Kailash,Delhi South,26000,0.3142,15.1781,3.981,10.9669,51,9.888,6.7452,0.1176,7.61,11151,Greater Kailash
12444,490,Independent Floor,2,28.5925,77.3047,New Ashok Nagar,Delhi East,9500,0.4963,21.9271,9.8966,9.8634,49,8.646,6.1944,0.4082,10.546,11151,New Ashok Nagar
12445,1000,Independent Floor,3,28.5912,77.3082,New Ashok Nagar,Delhi East,18000,0.6919,22.2395,10.1889,10.2275,49,8.974,6.9078,0.3,10.837,11151,New Ashok Nagar
12446,500,Independent Floor,1,28.5002,77.1865,Chattarpur,Delhi South,14000,1.3326,11.6639,7.6752,16.0339,51,14.797,6.2146,0.2,9.176,11151,Chattarpur
12447,100,Independent House,1,28.6297,77.1161,Hari Enclave,West Delhi,11000,1.568,8.8458,11.3607,10.3149,39,8.555,4.6052,1.0,8.022,861,Other
12448,900,Independent Floor,2,28.6536,77.1687,Patel Nagar,Delhi Central,27000,0.9459,13.6822,10.3419,5.2477,55,4.756,6.8024,0.2222,7.554,11151,Patel Nagar
12449,2880,Independent Floor,4,28.5388,77.2468,Chittaranjan Park,Other,100000,0.8465,15.9635,4.9228,11.6896,442,10.606,7.9655,0.1389,8.356,11151,Chittaranjan Park
12450,950,Independent Floor,2,28.5633,77.2413,Lajpat Nagar,Delhi South,26000,0.7131,15.358,3.3048,8.9203,51,7.854,6.8565,0.2105,7.074,11151,Lajpat Nagar
12452,2450,Apartment,4,28.59,77.0444,Dwarka New Delhi 110075,Dwarka,35000,0.4437,5.5375,16.1923,18.1711,72,15.355,7.8038,0.1633,10.086,5694,Dwarka New Delhi 110075
12453,1500,Independent Floor,4,28.6638,77.1162,Paschim Vihar,West Delhi,35000,1.1804,12.456,13.9889,10.5066,39,9.265,7.3132,0.2667,9.533,11151,Paschim Vihar
12454,600,Independent Floor,1,28.4943,77.184,Chattarpur,Delhi South,10000,1.625,11.819,8.3726,16.7265,51,15.481,6.3969,0.1667,9.636,11151,Chattarpur
12456,900,Independent Floor,1,28.62,77.0574,Uttam Nagar,West Delhi,12000,0.2333,7.6937,15.8468,16.1468,39,13.599,6.8024,0.1111,9.98,11151,Uttam Nagar
12457,2700,Independent Floor,4,28.6423,77.1321,Mansarover Garden,West Delhi,35000,0.6086,10.7347,11.1681,8.6671,39,7.293,7.901,0.1481,7.795,11151,Mansarover Garden
12458,1500,Independent Floor,3,28.6052,77.0335,Sector 14 Dwarka,Dwarka,19000,0.803,7.4906,17.5737,18.7511,72,15.846,7.3132,0.2,11.155,11151,Sector 14 Dwarka
12460,750,Independent Floor,2,28.498,77.1924,Maidan Garhi,Delhi South,13000,1.7568,12.289,7.7827,16.1686,51,14.965,6.6201,0.2667,9.499,11151,Maidan Garhi
12461,1658,Apartment,3,28.5849,77.0583,Dwarka 10 Sector,Other,28000,0.4115,4.2145,14.7653,17.0844,442,14.423,7.4134,0.1809,9.119,5694,Other
12462,1000,Apartment,2,28.5255,77.1471,Vasant Kunj,Delhi South,34000,3.2309,6.9215,7.5001,14.7495,51,13.165,6.9078,0.2,8.101,5694,Vasant Kunj
12464,950,Apartment,3,28.5097,77.2338,Khanpur Krishna Park,Other,13000,3.483,15.4275,6.8225,14.6817,442,13.594,6.8565,0.3158,10.104,5694,Khanpur Krishna Park
12465,900,Independent Floor,1,28.6024,77.2422,Sundar Nagar,Other,70000,1.4014,16.2864,5.1811,4.8368,442,3.89,6.8024,0.1111,6.926,11151,Other
12466,750,Independent Floor,2,28.7157,77.1351,Prashant Vihar Sector 14,Other,22000,1.2721,18.4967,17.9647,11.7157,442,11.64,6.6201,0.2667,12.362,11151,Prashant Vihar Sector 14
12467,1000,Independent Floor,2,28.6544,77.1694,Patel Nagar,Delhi Central,32000,1.0401,13.7987,10.4061,5.2077,55,4.757,6.9078,0.2,7.613,11151,Patel Nagar
12468,1050,Apartment,2,28.6204,77.2922,Patparganj,Delhi East,21000,1.2781,21.5594,10.1655,7.3806,49,6.536,6.9565,0.1905,10.096,5694,Patparganj
12469,1000,Independent Floor,1,28.7015,77.2068,Dr Mukherji Nagar,North Delhi,19000,0.3612,20.1607,14.918,6.7612,17,7.811,6.9078,0.1,10.55,11151,Dr Mukherji Nagar
12473,900,Independent Floor,2,28.5085,77.1982,Sainik Farms,Delhi South,16000,1.2564,12.246,6.5394,14.9291,51,13.747,6.8024,0.2222,8.743,11151,Sainik Farms
12474,850,Apartment,2,28.5741,77.1613,West End,Other,16000,1.412,7.7961,4.6194,9.4768,442,7.919,6.7452,0.2353,5.826,5694,West End
12476,1400,Independent Floor,3,28.4992,77.1865,Chattarpur,Delhi South,26000,1.3922,11.7198,7.7835,16.1437,51,14.908,7.2442,0.2143,9.26,11151,Chattarpur
12477,950,Independent Floor,2,28.6391,77.1123,Subhash Nagar,Delhi Central,23000,0.5144,9.7132,12.301,10.6023,55,8.913,6.8565,0.2105,8.283,11151,Subhash Nagar
12478,500,Apartment,1,28.4986,77.1869,Chattarpur,Delhi South,10000,1.464,11.7887,7.84,16.2035,51,14.97,6.2146,0.2,9.324,5694,Chattarpur
12479,1500,Independent Floor,3,28.5602,77.2581,East of Kailash C Block,Other,36000,0.7669,16.9818,4.9778,9.7455,442,8.662,7.3132,0.2,8.118,11151,Other
12480,1250,Apartment,3,28.5046,77.1877,Chattarpur,Delhi South,17200,0.929,11.5256,7.1738,15.5327,51,14.299,7.1309,0.24,8.79,5694,Chattarpur
12481,1250,Independent Floor,2,28.5602,77.2581,East of Kailash,Delhi South,37000,0.7669,16.9818,4.9778,9.7455,51,8.662,7.1309,0.16,8.118,11151,East of Kailash
12483,630,Apartment,2,28.6745,77.0976,Paschim Vihar,West Delhi,15200,0.6302,13.3158,16.0752,12.5686,39,11.19,6.4457,0.3175,10.647,5694,Paschim Vihar
12485,910,Apartment,2,28.5308,77.2168,Khirki Extension,Other,28000,1.3204,13.2034,4.0905,12.295,442,11.176,6.8134,0.2198,7.727,5694,Khirki Extension
12486,2250,Independent Floor,3,28.533,77.1993,Malviya Nagar,Delhi South,100000,0.6163,11.4741,3.8496,12.2333,51,11.039,7.7187,0.1333,7.043,11151,Malviya Nagar
12489,560,Independent Floor,2,28.7119,77.1111,Sector 6 Rohini,Other,17000,0.5382,17.5917,18.6479,13.2372,442,12.656,6.3279,0.3571,12.504,11151,Sector 6 Rohini
12490,800,Independent Floor,3,28.7096,77.1701,Shalimar Bagh,Delhi North,30000,0.9466,19.0714,16.2421,9.0032,8,9.529,6.6846,0.375,11.316,11151,Shalimar Bagh
12491,1200,Apartment,2,28.6026,77.0393,Sector 13 Dwarka,Dwarka,22000,0.8483,6.9055,16.9553,18.2621,72,15.417,7.0901,0.1667,10.743,5694,Sector 13 Dwarka
12493,1750,Apartment,3,28.6429,77.0673,vikaspuri,Other,25000,1.8224,9.8964,16.1165,14.996,442,12.759,7.4674,0.1714,10.708,5694,vikaspuri
12494,480,Apartment,1,28.4969,77.1588,SULTANPUR,Other,9500,0.3653,9.691,9.1192,17.1542,442,15.732,6.1738,0.2083,9.082,5694,SULTANPUR
12495,720,Apartment,1,28.6166,77.0948,Janakpuri,West Delhi,22000,1.0016,6.9129,12.3514,12.6184,39,10.49,6.5793,0.1389,8.221,5694,Janakpuri
12496,1250,Independent Floor,2,28.6445,77.165,Patel Nagar,Delhi Central,33000,0.4214,12.6656,9.575,5.4572,55,4.629,7.1309,0.16,7.03,11151,Patel Nagar
12498,1000,Independent Floor,2,28.6547,77.1653,Patel Nagar,Delhi Central,26000,0.8061,13.5832,10.5894,5.6096,55,5.076,6.9078,0.2,7.647,11151,Patel Nagar
12499,650,Apartment,2,28.6203,77.2828,Pandav Nagar,Delhi East,12000,0.4154,20.6915,9.4261,6.5212,49,5.756,6.477,0.3077,9.264,5694,Pandav Nagar
12501,875,Independent Floor,2,28.6503,77.1638,Patel Nagar,Delhi Central,16700,0.63,13.104,10.2015,5.6448,55,4.958,6.7742,0.2286,7.395,11151,Patel Nagar
12502,350,Independent Floor,1,28.6452,77.1685,Patel Nagar,Delhi Central,13000,0.0741,12.9344,9.4909,5.1178,55,4.368,5.8579,0.2857,6.904,11151,Patel Nagar
12505,900,Apartment,2,28.5741,77.1613,West End,Other,23000,1.412,7.7961,4.6194,9.4768,442,7.919,6.8024,0.2222,5.826,5694,West End
12506,450,Independent Floor,1,28.5357,77.2615,Govindpuri,Other,7500,1.0296,17.4307,6.2861,12.41,442,11.298,6.1092,0.2222,9.289,11151,Govindpuri
12507,730,Apartment,2,28.5491,77.2138,Shahpur Jat Village,Other,17000,0.964,12.6537,2.0594,10.2902,442,9.155,6.593,0.274,6.492,5694,Other
12508,1150,Apartment,3,28.7104,77.1329,Sector 14 Rohini,Rohini,45000,0.749,17.8715,17.5177,11.4761,12,11.293,7.0475,0.2609,11.904,5694,Sector 14 Rohini
12509,350,Apartment,1,28.5486,77.2342,Greater kailash 1,Delhi South,16000,0.8448,14.644,3.2759,10.3991,51,9.318,5.8579,0.2857,7.291,5694,Greater kailash 1
12510,1250,Apartment,2,28.5992,77.2961,Mayur Vihar,Delhi East,18000,0.5772,21.2618,9.3542,8.7518,49,7.644,7.1309,0.16,9.986,5694,Mayur Vihar
12511,3600,Independent Floor,4,28.6965,77.125,Pitampura,North Delhi,90000,1.0295,16.1824,16.4899,11.1492,17,10.618,8.1887,0.1111,11.213,11151,Pitampura
12512,850,Independent Floor,2,28.7067,77.1712,Shalimar Bagh,Delhi North,24000,0.8635,18.8332,15.9107,8.6831,8,9.204,6.7452,0.2353,11.073,11151,Shalimar Bagh
12513,700,Apartment,1,28.6353,77.225,laxmi nagar,Other,7000,0.5294,16.3648,7.7693,0.8245,442,0.822,6.5511,0.1429,6.372,5694,laxmi nagar
12514,900,Independent Floor,2,28.5745,77.2396,Lajpat Nagar,Delhi South,26000,0.5331,15.3163,3.2271,7.6709,51,6.617,6.8024,0.2222,6.687,11151,Lajpat Nagar
12515,250,Independent Floor,1,28.6072,77.2897,mayur vihar phase 1,Delhi East,6000,0.2769,20.8806,9.1768,7.7561,49,6.767,5.5215,0.4,9.523,11151,mayur vihar phase 1
12516,1350,Independent Floor,3,28.6972,77.1503,Pitampura,North Delhi,28000,0.2548,17.0267,15.5006,9.229,17,9.221,7.2079,0.2222,10.503,11151,Pitampura
12517,1000,Independent Floor,2,28.674,77.0928,Paschim Vihar,West Delhi,25000,0.6346,13.2223,16.3513,13.0019,39,11.536,6.9078,0.2,10.803,11151,Paschim Vihar
12518,650,Independent Floor,2,28.6066,77.2937,mayur vihar phase 1,Delhi East,12000,0.4723,21.2342,9.4846,8.1283,49,7.103,6.477,0.3077,9.83,11151,mayur vihar phase 1
12519,2700,Independent Floor,4,28.6885,77.1758,Ashok Vihar,North Delhi,56000,1.2643,17.2751,13.8361,6.794,17,7.217,7.901,0.1481,9.792,11151,Ashok Vihar
12520,600,Independent Floor,2,28.6041,77.2896,mayur vihar phase 1,Delhi East,9000,0.0743,20.7749,9.0022,7.9201,49,6.901,6.3969,0.3333,9.443,11151,mayur vihar phase 1
12521,1000,Independent Floor,2,28.6888,77.2006,Vijay Nagar,North Delhi,35000,1.2174,18.6743,13.5297,5.5737,17,6.502,6.9078,0.2,9.749,11151,Vijay Nagar
12522,650,Independent Floor,2,28.6197,77.0284,Dwarka Mor,West Delhi,9500,0.4948,9.0451,18.499,18.9622,39,16.06,6.477,0.3077,11.75,11151,Dwarka Mor
12523,788,Independent Floor,1,28.7135,77.1282,Sector 9 Rohini,Rohini,17000,0.6877,18.0882,18.0218,12.0455,12,11.81,6.6695,0.1269,12.211,11151,Sector 9 Rohini
12524,1900,Apartment,3,28.6017,77.055,Sector 5 Dwarka,Dwarka,28000,1.7475,5.9424,15.436,16.7968,72,14.134,7.5496,0.1579,9.981,5694,Sector 5 Dwarka
12525,1500,Independent Floor,2,28.4943,77.1841,Chattarpur,Delhi South,20000,1.626,11.8208,8.3718,16.7258,51,15.481,7.3132,0.1333,9.636,11151,Chattarpur
12526,1910,Apartment,3,28.5872,77.0349,Sector-18 Dwarka,Other,35000,0.803,6.0472,17.0694,19.1525,442,16.22,7.5549,0.1571,10.768,5694,Sector-18 Dwarka
12528,710,Apartment,2,28.5145,77.2037,Paryavaran Complex Main,Other,14000,0.7405,12.475,5.8136,14.1921,442,13.031,6.5653,0.2817,8.305,5694,Paryavaran Complex Main
12529,500,Independent Floor,1,28.6404,77.105,Ashok Nagar,West Delhi,8500,0.0097,9.6784,12.9434,11.316,39,9.548,6.2146,0.2,8.487,11151,Ashok Nagar
12530,640,Independent Floor,2,28.5339,77.2632,Govindpuri,Other,11000,1.1922,17.6284,6.5397,12.6521,442,11.534,6.4615,0.3125,9.503,11151,Govindpuri
12531,1000,Independent Floor,2,28.6509,77.1681,Patel Nagar,Delhi Central,22000,0.6537,13.4054,10.0869,5.2413,55,4.656,6.9078,0.2,7.347,11151,Patel Nagar
12532,300,Apartment,1,28.6434,77.2099,Paharganj,Delhi Central,7500,0.4778,15.6932,8.4846,1.0703,55,1.44,5.7038,0.3333,6.431,5694,Other
12533,900,Independent Floor,2,28.5784,77.2433,Lajpat Nagar,Delhi South,30000,0.6507,15.7343,3.6975,7.3559,51,6.313,6.8024,0.2222,6.86,11151,Lajpat Nagar
12534,2709,Independent Floor,4,28.561,77.2048,Green Park,Delhi South,150000,0.2307,11.7707,0.7099,9.0738,51,7.886,7.9043,0.1477,5.446,11151,Green Park
12537,900,Independent Floor,2,28.5739,77.2411,Lajpat Nagar,Delhi South,30000,0.5848,15.4525,3.3527,7.7732,51,6.72,6.8024,0.2222,6.791,11151,Lajpat Nagar
12538,3000,Independent Floor,3,28.5329,77.2449,Greater Kailash,Delhi South,110000,1.2029,15.8699,5.2305,12.2896,51,11.205,8.0064,0.1,8.648,11151,Greater Kailash
12539,600,Apartment,3,28.6619,77.2274,Delhi,Delhi East,50000,0.5254,18.3159,10.7057,2.3322,49,3.494,6.3969,0.5,7.97,5694,Delhi
12540,1000,Independent Floor,2,28.6738,77.1103,Paschim Vihar,West Delhi,20000,0.4355,13.4118,15.2123,11.3662,39,10.192,6.9078,0.2,10.106,11151,Paschim Vihar
12541,480,Independent Floor,1,28.6035,77.2911,mayur vihar phase 1,Delhi East,11000,0.2147,20.8978,9.1023,8.0755,49,7.041,6.1738,0.2083,9.573,11151,mayur vihar phase 1
12542,1935,Independent Floor,3,28.5789,77.1647,Anand Niketan,Delhi South,75000,1.0011,8.2705,4.421,8.8572,51,7.324,7.5679,0.155,5.637,11151,Anand Niketan
12544,600,Independent House,1,28.6446,77.1686,Patel Nagar,Delhi Central,19000,0.0795,12.8933,9.4276,5.1007,55,4.336,6.3969,0.1667,6.875,861,Patel Nagar
12545,600,Independent Floor,1,28.6673,77.0963,Paschim Vihar,West Delhi,12000,1.3714,12.5118,15.5843,12.4881,39,10.979,6.3969,0.1667,10.489,11151,Paschim Vihar
12546,800,Independent Floor,2,28.5006,77.1875,Chattarpur,Delhi South,14000,1.3673,11.7255,7.6078,15.9718,51,14.74,6.6846,0.25,9.168,11151,Chattarpur
12547,450,Independent Floor,1,28.496,77.182,Chattarpur,Delhi South,10000,1.3557,11.5465,8.2444,16.5806,51,15.322,6.1092,0.2222,9.432,11151,Chattarpur
12548,1100,Independent Floor,3,28.7185,77.1755,Adarsh Nagar,Other,20000,0.5987,20.1872,17.0974,9.5872,442,10.269,7.0031,0.2727,11.868,11151,Other
12549,1100,Independent Floor,3,28.6641,77.0895,Paschim Vihar,West Delhi,28500,1.7591,12.1072,15.8055,13.0599,39,11.397,7.0031,0.2727,10.683,11151,Paschim Vihar
12550,5400,Apartment,4,28.5588,77.1583,Vasant Vihar,Delhi South,210000,0.3006,7.217,4.9256,11.0283,51,9.472,8.5942,0.0741,5.868,5694,Vasant Vihar
12551,680,Independent Floor,1,28.7333,77.1325,Sector 15 Rohini,Other,10000,0.8253,20.3228,19.8668,13.3225,442,13.381,6.5221,0.1471,13.584,11151,Sector 15 Rohini
12552,1258,Independent Floor,2,28.5876,77.0738,Sector 7 Dwarka,Dwarka,22000,0.8403,3.7754,13.3141,15.573,72,13.092,7.1373,0.159,8.376,11151,Sector 7 Dwarka
12553,2700,Apartment,4,28.6658,77.1502,Karampura,Delhi Central,95000,0.7986,13.8591,12.3227,7.3873,55,6.811,7.901,0.1481,8.592,5694,Karampura
